placement,experiment,window,scaler,input_shape,output_shape,train_loss,val_loss,train_acc,val_acc
Below Suspension,1,100,"min-max-scaler (-1, 1)","(None, 100, 7)","(None, 3)",0.22542516887187958,0.29008039832115173,0.9077176451683044,0.9034031629562378
Below Suspension,1,200,"min-max-scaler (-1, 1)","(None, 200, 7)","(None, 3)",0.2342568039894104,0.2510514557361603,0.9028931260108948,0.9287958145141602
Below Suspension,1,300,"min-max-scaler (-1, 1)","(None, 300, 7)","(None, 3)",0.11529839038848877,0.23145245015621185,0.9535683393478394,0.9340141415596008
